種類,英文,中文
做工,Multiple Needle Chainstitch,多針鎖鍊
做工,2 Thread Overlock,二線拷克
做工,3 Thread Overlock,三線拷克
做工,4 Thread Overlock,四線拷克
做工,5 Thread Overlock,五線拷克
做工,Single Needle Chainstitch,單針鎖鍊
做工,3N,3針
做工,2N,2針
做工,WD,"1/4"""
做工,NAR,"1/8"""
做工,FLOATSTITCH,三本爬網
做工,LINETACK,單針平車回針
做工,COVER STITCH,三本雙針
上衣,"Length: HPS front regular 22"" - 30""","身長-肩高點量 (Regular 22""-30"") "
上衣,Chest: Width,胸寬
上衣,Sweep: with shirring fixed for shipping,下擺平量
上衣,Sweep: extended (shirring),下擺拉量 (碎褶)
上衣,Shoulder: slope @ armhole,肩斜在袖攏量
上衣,Shoulder: seam forward,肩前傾
上衣,Neck Width sm to sm,領寬縫到縫
上衣,Neck Drop: front to sm,前領深到縫
上衣,Neck Drop: back to sm,後領深到縫
上衣,Collar: height at CB,領高後中量
上衣,Collar: topedge (mock neck),領-頂邊量
上衣,Zipper Length: at CF long,拉鍊長:前中
上衣,Across Shoulder: width dropped shoulder,全肩寬 (落肩袖)
上衣,Across Front: placement from HPS,前胸寬位置距HPS
上衣,Across Front: Width,前胸寬
上衣,Across Back: placement from HPS,後背寬位置距HPS
上衣,Across Back: width,後背寬位置
上衣,Armhole: depth from HPS,袖攏深 距HPS
上衣,Upper Arm: width,臂圍寬
上衣,Sleeve Opening: at cuff edge,袖口寬- 卡夫邊量
上衣,Sleeve Length: from center back,袖長-後中量
上衣,Pocket Opening-Relaxed,口袋開口-鬆量
上衣,Logo placement from sleeve cuff seam,LOGO 位置距袖口卡夫縫
上衣,"Inner collar stand =self cut on bias w/ 1/16"" SNGL NLD at top & bottom",內領台本布斜裁上下壓臨邊單針
上衣,"Forward shouder seam & armhole  w/1/8"" SNGL NDL TPST","肩前傾縫&袖攏縫 壓 1/8"" 鎖鏈單針"
上衣,"Sleeve hem & Bottom opening 1/8"" DBL NDL TPST FLAT LOCK","袖口和下擺壓1/8"" 兩針三線三本雙針"
上衣,FWD SS,脇邊往前包
上衣,zipper tape finished with jersey binding ,拉鍊布帶 單面布滾包邊 
上衣,"CUFF: 3"" rib double, finished w/ 2N CVST BTM only , straddling seam ","卡夫 3""高 羅文折雙, 跨壓 1/4"" 兩針三線三本雙針"
上衣,"HEM: 3/8"" binding finished w/ SN edgestitch","下擺: 3/8"" 滾包邊 壓臨邊鎖鏈單針"
上衣,SPORTS BRA LENGTH FROM HPS,運動內衣身長-從HPS 至下擺
上衣,SPORTS BRA HEIGHT AT CENTER FRONT,運動內衣前中高
上衣,SPORTS BRA HEIGHT AT SIDE,運動內衣脇邊高
上衣,SPORTS BRA HEIGHT AT CENTER BACK,運動內衣後中高
上衣,CHEST / BUST AT FRONT,前胸圍
上衣,BRA BAND RELAXED,內衣下擺鬆量
上衣,BRA BAND STRETCHED,內衣下擺拉量
上衣,BRA BAND ELASTIC HEIGHT,內衣下擺鬆緊帶高
上衣,BRA SIDE CUP OPENING,內裡罩杯開口長
上衣,NECK WIDTH EDGE TO EDGE/ FRONT STRAP DISTANCE,前領寬-前肩帶距離
上衣,NECK DEPTH / DROP FRONT FROM STRAP JOIN,前領深-肩帶接點到前領最低點
上衣,BACK NECKLINE - STRAIGHT,後領寬-直量
上衣,BACK STRAP DISTANCE,後肩帶距離
上衣,"STRAP LENGTH INCL 2 1/2"" ADJUSTMENT","肩帶長度 (含 2 1/2"" 調節長)"
上衣,STRAP WIDTH/ARMHOLE BINDING,肩帶寬/袖攏包邊寬
上衣,FRONT ARMHOLE UNDERARM TO STRAP JOIN,前袖攏- 腋下點到前肩帶連接處
上衣,BACK ARMHOLE UNDERARM TO STRAP JOIN,後袖攏- 腋下點到後肩帶連接處
