種類,英文,中文
上衣,ARMHOLE DROP FROM HPS: MEASURE IN STRAIGHT VERTICAL LINE FROM HPS TO BOTTOM OF ARMHOLE.,袖襱深-肩高點到腋點直量
上衣,"ARMHOLE DROP SLEEVELESS (WITH BINDING): MEASURE IN A STRAIGHT VERTICAL LINE FROM HPS TO BOTTOM OF ARMHOLE, EDGE TO EDGE.",袖襱深(無袖滾邊)-肩高點邊到腋點邊直量
上衣,"ARMHOLE DROP SLEEVELESS (WITH SET IN TRIM): MEASURE IN STRAIGHT VERTICAL LINE FROM HPS TO BOTTOM OF ARMHOLE, SEAM TO SEAM.",袖襱深(無袖剪接袖)-肩高點縫到腋點縫直量
上衣,NECK,領子
上衣,"NECK OPENING (BINDING CONSTRUCTION): MEASURE AT TOP EDGE OF BINDING, EDGE TO EDGE.",滾邊領寬-肩高點邊量
上衣,"NECK WIDTH: MEASURE FROM HPS TO HPS, SEAM TO SEAM.",領寬-肩高點縫量
上衣,FRONT NECK DROP,前領深
上衣,FRONT NECK DROP: MEASURE FROM HPS TO FRONT NECK SEAM AT CF.,前領深-肩高點縫到前中領縫量
上衣,FRONT NECK DROP (BINDING CONSTRUCTION): MEASURE FROM TOP EDGE OF BINDING AT HPS TO TOP EDGE OF BINDING AT CF NECK.,滾邊前領深-肩高點邊到前中領邊量
上衣,BACK NECK DROP,後領深
上衣,BACK NECK DROP: MEASURE FROM HPS TO BACK NECK SEAM AT CB.,後領深-肩高點縫到後中領縫量
上衣,BACK NECK DROP (BINDING CONSTRUCTION): MEASURE FROM TOP EDGE OF BINDING AT HPS TO TOP EDGE OF BINDING AT CB NECK.,滾邊後領深-肩高點邊到後中領邊量
上衣,NECK CIRCUMFERENCE: MEASURE AROUND NECKSEAM (INCLUDING ZIPPER TEETH).,領圍(整圈)-沿縫彎量(含拉鍊尺)
上衣,NECK CIRCUMFERENCE (OR BUTTONED NECK CIRCUMFERENCE): MEASURE FROM CENTER OF BUTTON TO END OF BUTTONHOLE ALONG THE NECK SEAM.,領圍(整圈)-釦中心到釦眼底端沿領縫量
上衣,MINIMUM NECK STRETCH: CIRCUMFERENCE STRETCHED TO MINIMUM REQUIREMENT.,領圍(整圈拉量)
上衣,1/2 MOON COLLAR STAND,後領半月型領座
上衣,1/2 MOON COLLAR STAND LENGTH: MEASURE FROM EDGE TO EDGE ALONG NECK SEAM.,後領半月型領座長-邊到邊沿領縫量
上衣,COLLAR STAND,領座
上衣,COLLAR STAND HEIGHT AT CB: MEASURE FROM NECK SEAM TO TOP OF COLLAR STAND AT CB.,後中領座高-領縫到領座頂量
上衣,COLLAR STAND HEIGHT AT CF: MEASURE FROM NECK SEAM TO TOP OF COLLAR STAND AT CF.,前中領座高-領縫到領座頂量
上衣,COLLAR STAND CIRCUMFERENCE (OR BUTTONED NECK CIRCUMFERENCE): MEASURE FROM CENTER OF BUTTON TO END OF BUTTONHOLE ALONG THE CENTER OF THE COLLAR STAND.,領座圍(整圈，釦子釦起時量)-釦中心到釦眼底端沿領座中心量
上衣,COLLAR STAND CIRCUMFERENCE: MEASURE ALONG THE CENTER OF THE COLLAR STAND FROM EDGE TO EDGE.,領座圍(整圈)- 邊到邊沿領座中心量
上衣,COLLAR POINT,領尖
上衣,COLLAR POINT SPREAD: MEASURE SPREAD FROM POINT TO POINT.,領距-領尖點量
上衣,COLLAR LENGTH AT TOP EDGE (FOR ZIP-THROUGH STYLES): MEASURE FROM CF TO CF ALONG TOP OF COLLAR (INCLUDING ZIPPER TEETH).,領邊長(整圈)-含拉鍊齒
上衣,"COLLAR HEIGHT AT CB, INCLUDING STAND: MEASURE FROM NECK SEAM TO TOP COLLAR EDGE.",後中領高(含領座)-領縫到領邊量
上衣,"COLLAR HEIGHT AT CB, EXCLUDING STAND: MEASURE FROM COLLAR STAND SEAM TO TOP COLLAR EDGE.",後中領高(不含領座)-領片縫到領邊量
上衣,COLLAR HEIGHT AT CB: MEASURE FROM CB NECK SEAM TO TOP COLLAR EDGE.,後中領高-領縫到領邊量
上衣,COLLAR HEIGHT AT CF: MEASURE FROM CF NECK SEAM TO TOP COLLAR EDGE.,前中領高-領縫到領邊量
上衣,COLLAR ZIPPER OPENING: MEASURE ZIPPER OPENING FROM EDGE TO EDGE AT LONGEST POINT.,領拉鍊長
上衣,NON-FLAT KNIT COLLAR OUTSIDE EDGE LENGTH: MEASURE FROM COLLAR POINT TO COLLAR POINT.,領邊長-領尖點到領尖點
上衣,FLAT KNIT COLLAR OUTSIDE EDGE LENGTH: MEASURE FROM COLLAR POINT TO COLLAR POINT.,領邊長-領尖點到領尖點
上衣,COLLAR LENGTH ALONG STAND: MEASURE TOTAL LENGTH ALONG SEAM.,領座頂長-縫量
上衣,COLLAR POINT LENGTH: MEASURE FROM COLLAR BAND OR NECK JOIN SEAM TO END OF POINT.,領尖高-領尖點到縫量
上衣,BUTTON/SNAP,鈕扣
上衣,TOP BUTTON/SNAP PLACEMENT FROM HPS: MEASURE FROM HPS TO CENTER OF TOP BUTTON/SNAP,第一顆釦位置 - 肩高點到釦中心量
上衣,TOP BUTTON/SNAP PLACEMENT FROM NECK SEAM: MEASURE FROM CF NECK SEAM TO CENTER OF TOP BUTTON/SNAP.,第一顆釦位置 - 領縫到釦中心量
上衣,BOTTOM BUTTON/SNAP PLACEMENT: MEASURE FROM FINISHED HEM OR SEAM TO CENTER OF LAST BUTTON.,最後一顆釦位置 - 下擺到釦中心量
上衣,BUTTON/SNAP SPACING (PARTIAL FRONT PLACKET): MEASURE FROM CENTER OF BUTTON TO CENTER OF BUTTON.,釦間距(半門襟) - 釦中心量
上衣,BUTTON SPACING (FULL PLACKET): MEASURE FROM CENTER OF BUTTON TO CENTER OF BUTTON.,釦間距(全開襟) - 釦中心量
上衣,PLACKET,門襟
上衣,PARTIAL FRONT PLACKET LENGTH: MEASURE FROM CF NECK SEAM TO SEAM/TOPSTITCH AT CENTER OF PLACKET.,前中半門襟長- 領縫到門襟底縫/壓線量
上衣,FRONT PLACKET WIDTH: MEASURE FROM PLACKET EDGE TO SEAM OR TOPSTITCH.,門襟寬- 邊到縫/壓線量
上衣,CF TO DART AT TOP: MEASURE FROM CF TO TOP OF DART.,打褶頂到前中量
上衣,"FRONT DART DISTANCE AT TOP: MEASURE ACROSS DARTS, POINT TO POINT.",前片打褶間距-頂量
上衣,"BACK DART DISTANCE AT TOP: MEASURE ACROSS DARTS, POINT TO POINT.",後片打褶間距-頂量
上衣,CF TO DART AT BOTTOM: MEASURE FROM CF TO BOTTOM OF DART.,打褶底到前中量
上衣,"FRONT DART DISTANCE AT BOTTOM: MEASURE ACROSS DARTS, POINT TO POINT.",前片打褶間距-底量
上衣,"BACK DART DISTANCE AT BOTTOM: MEASURE ACROSS DARTS, POINT TO POINT.",後片打褶間距-底量
上衣,HPS TO HORIZONTAL DESIGN LINE: MEASURE FROM HPS TO DESIGN LINE SEAM.,剪接線位置-肩高點下量
上衣,FRONT DART LENGTH: MEASURE FROM END TO END.,前片打褶長
上衣,BACK DART LENGTH: MEASURE FROM END TO END.,後片打褶長
上衣,FRONT DART PLACEMENT FROM HEM: MEASURE FROM BOTTOM OF HEM TO BOTTOM OF DART.,前片打褶底到下擺邊量
上衣,BACK DART PLACEMENT FROM HEM: MEASURE FROM BOTTOM OF HEM TO BOTTOM OF DART.,後片打褶底到下擺邊量
上衣,TIE SPACE: MEASURE THE DISTANCE BETWEEN COLLAR FOLDS AT CF.,脖距
上衣,BUST DART PLACEMENT DOWN FROM ARMHOLE: MEASURE FROM UNDERARM TO DART.,胸褶位置-腋點下量
上衣,BUST DART PLACEMENT DOWN FROM HPS: MEASURE FROM HPS TO END OF DART.,胸褶位置-肩高點下量
上衣,BUST DART LENGTH: MEASURE FROM SIDE SEAM TO END OF DART.,胸褶長
上衣,BUST DART DEPTH: MEASURE DART SEAM TO FOLD OF DART ALONG THE SIDE SEAM.,胸褶寬
上衣,COLLAR NOTCH: MEASURE FROM INSIDE CORNER TO COLLAR POINT.,領尖長-領片量
上衣,LAPEL NOTCH: MEASURE FROM INSIDE CORNER TO LAPEL POINT.,領尖長-門襟量
上衣,LAPEL WIDTH: MEASURE PERPENDICULAR FROM ROLL LINE TO LAPEL POINT.,領尖寬-垂直反折線到領尖點量
上衣,NOTCH OPENING: MEASURE DISTANCE FROM COLLAR POINT TO LAPEL POINT.,領距-領尖點量
上衣,SLEEVE,袖子
上衣,L/S LENGTH FROM CB (SET IN): MEASURE FROM CB NECK SEAM (SET IN) TO SHOULDER POINT TO FINISHED SLEEVE HEM (3 PT).,袖長(長袖)-後中領縫到肩點到袖口邊三點直量
上衣,L/S LENGTH FROM CB (BOUND): MEASURE FROM CB TOP EDGE (BOUND) TO SHOULDER POINT TO FINISHED SLEEVE HEM (3 PT).,袖長(長袖)-後中領邊到肩點到袖口邊三點直量
上衣,3/4 SLEEVE LENGTH FROM CB (RAGLAN): MEASURE FROM CB NECK SEAM (SET IN) TO FINISHED SLEEVE HEM (2 PT).,袖長(七分袖)-後中領縫到袖口邊兩點直量
上衣,3/4 SLEEVE LENGTH FROM CB (RAGLAN): MEASURE FROM CB TOP EDGE (BOUND) TO FINISHED SLEEVE HEM (2 PT).,袖長(七分袖)-後中領邊到袖口邊兩點直量
上衣,SHORT SLEEVE LENGTH FROM CB (SET IN): MEASURE FROM CB NECK SEAM (SET IN) TO SHOULDER POINT TO FINISHED SLEEVE HEM (3 PT).,袖長(短袖)-後中領縫到肩點到袖口邊三點直量
上衣,SHORT SLEEVE LENGTH FROM CB (BOUND): MEASURE FROM CB TOP EDGE (BOUND) TO SHOULDER POINT TO FINISHED SLEEVE HEM (3 PT).,袖長(短袖)-後中領邊到肩點到袖口邊三點直量
上衣,SHORT SLEEVE LENGTH FROM CB (RAGLAN): MEASURE FROM CB NECK SEAM (SET IN) TO FINISHED SLEEVE HEM (2 PT).,袖長(短袖)-後中領縫到袖口邊兩點直量
上衣,SHORT SLEEVE LENGTH FROM CB (RAGLAN): MEASURE FROM CB TOP EDGE (BOUND) TO FINISHED SLEEVE HEM (2 PT).,袖長(短袖)-後中領邊到袖口邊兩點直量
上衣,TRUE SLEEVE LENGTH: MEASURE ALONG TOP OF SLEEVE FROM LPS TO SLEEVE HEM.,袖長-肩點到袖口直量
上衣,BICEP,臂圍
上衣,BICEP WIDTH (1/2 MEASURE): MEASURE SQUARED ACROSS SLEEVE 1” BELOW ARMHOLE.,"臂圍(半圈)-腋下1""量"
上衣,UNDERARM LENGTH: MEASURE FROM ARMHOLE TO FINISHED SLEEVE HEM ALONG UNDERARM SEAM.,袖底縫長-腋點到袖口邊量
上衣,ELBOW,手肘
上衣,ELBOW WIDTH (1/2 MEASURE) (SET IN): MEASURE SQUARED ACROSS MIDPOINT OF TRUE SLEEVE (TOP OF SLEEVE CAP TO FINISHED SLEEVE HEM).,肘圍(半圈)-肩點到袖口邊中間量
上衣,ELBOW WIDTH (1/2 MEASURE) (RAGLAN): MEASURE SQUARED ACROSS SLEEVE MIDPOINT BETWEEN THE BICEP AND FOREARM.,肘圍(半圈)-上臂和前臂中間量
上衣,SLEEVE DART LENGTH: MEASURE LENGTH FROM END TO END.,袖褶長
上衣,SLEEVE DART DEPTH: MEASURE DART SEAM TO FOLD OF DART ALONG THE UNDERARM SEAM.,袖褶寬
上衣,L/S FOREARM WIDTH (1/2 MEASURE): MEASURE SQUARED 6” UP FROM FINISHED SLEEVE HEM (SLEEVE PLEATS OPEN).,"肘圍(半圈)- 距袖口邊6""量"
上衣,SLEEVE CAP HEIGHT: MEASURE DOWN FROM LPS AT CENTER OF SLEEVE TO POINT PERPENDICULAR TO UNDERARM AT BOTTOM OF ARMHOLE.,袖帽高-袖中心從肩點到垂直腋點水平線量
上衣,SLEEVE OPENING 3/4 SLEEVE (1/2 MEASURE): MEASURE STRAIGHT ACROSS FINISHED SLEEVE HEM.,七分袖袖口寬(半圈)-邊量
上衣,SLEEVE OPENING,袖口
上衣,SLEEVE OPENING SHORT SLEEVE (1/2 MEASURE): MEASURE STRAIGHT ACROSS FINISHED SLEEVE HEM.,短袖袖口寬(半圈)-邊量
上衣,SLEEVE OPENING LONG SLEEVE (1/2 MEASURE): MEASURE STRAIGHT ACROSS FINISHED SLEEVE HEM.,長袖袖口寬(半圈)-邊量
上衣,STORM CUFF OPENING (1/2 MEASURE): MEASURE STRAIGHT ACROSS AT EDGE WITH KNIT/ELASTIC RELAXED.,袖口剪接寬(半圈)-邊量鬆量
上衣,"SLEEVE OPENING (1/2 MEASURE), SHORT SLEEVE RELAXED: MEASURE STRAIGHT ACROSS AT SLEEVE EDGE WITH KNIT/ELASTIC RELAXED.",短袖袖口剪接寬(半圈)-邊量鬆量
上衣,"SLEEVE OPENING (1/2 MEASURE), SHORT SLEEVE AT SEAM EXTENDED: MEASURE STRAIGHT ACROSS AT SLEEVE SEAM WITH KNIT/ELASTIC EXTENDED.",短袖袖口剪接寬(半圈)-縫量拉量
上衣,"SLEEVE OPENING (1/2 MEASURE), SHORT SLEEVE AT SEAM RELAXED: MEASURE STRAIGHT ACROSS AT SLEEVE SEAM WITH KNIT/ELASTIC RELAXED.",短袖袖口剪接寬(半圈)-縫量鬆量
上衣,"SLEEVE OPENING (1/2 MEASURE), LONG SLEEVE RELAXED: MEASURE STRAIGHT ACROSS AT SLEEVE EDGE WITH KNIT/ELASTIC RELAXED.",長袖袖口剪接寬(半圈)-邊量鬆量
上衣,"SLEEVE OPENING (1/2 MEASURE), LONG SLEEVE EXTENDED: MEASURE STRAIGHT ACROSS AT SLEEVE SEAM WITH KNIT/ELASTIC EXTENDED.",長袖袖口剪接寬(半圈)-縫量拉量
上衣,"SLEEVE OPENING, EXTENDED FOR TURNED CUFFS (1/2 MEASURE): (INCLUDES STORM CUFFS) MEASURE STRAIGHT ACROSS AT SLEEVE EDGE WITH KNIT/ELASTIC EXTENDED.",反折袖口寬(半圈)-邊量拉量
上衣,SLEEVE POCKET,袖口袋
上衣,SLEEVE POCKET ZIPPER OPENING: MEASURE ZIPPER OPENING FROM EDGE TO EDGE AT LONGEST POINT.,袖口袋開口長
上衣,SLEEVE POCKET PLACEMENT FROM TOP OF SLEEVE: MEASURE FROM TOP OF SLEEVE TO TOP OF POCKET OR STITCHING.,袖口袋位置-肩點到袋頂/壓線直量
上衣,SLEEVE POCKET PLACEMENT FROM BOTTOM OF SLEEVE: MEASURE FROM SLEEVE HEM EDGE TO BOTTOM OF POCKET OR STITCHING.,袖口袋位置-袖口邊到袋底/壓線直量
上衣,SLEEVE POCKET PLACEMENT FROM HPS (RAGLAN): MEASURE FROM HPS TO TOP OF POCKET OR STITCHING.,袖口袋位置-肩高點到袋頂/壓線直量
上衣,SLEEVE POCKET PLACEMENT HORIZONTAL: MEASURE FROM UNDERARM SEAM TO EDGE OF POCKET OR STITCHING.,袖口袋位置-袖底縫到袋邊/壓線量
上衣,ELBOW PATCH,手肘補丁
上衣,ELBOW PATCH LENGTH: MEASURE FROM EDGE TO EDGE VERTICALLY AT CENTER.,肘補丁長-邊量
上衣,ELBOW PATCH WIDTH: MEASURE FROM EDGE TO EDGE HORIZONTALLY AT CENTER.,肘補丁寬-邊量
上衣,CUFF HEIGHT: MEASURE FROM SEAM TO FINISHED EDGE.,袖口剪接高-縫到邊量
上衣,STORM GUARD,擋風片
上衣,WINDBREAK,擋風片
上衣,WINDBREAK WIDTH: MEASURE FROM SEAM TO EDGE OF WINDBREAK.,擋風片寬-縫到邊量
上衣,SLEEVE PLACKET,袖衩
上衣,SLEEVE PLACKET WIDTH: MEASURE FROM EDGE TO EDGE.,袖衩條寬-邊量
上衣,SLEEVE PLACKET LENGTH (INCLUDING CUFF): MEASURE FROM CUFF EDGE TO TOP OF PLACKET.,袖衩條長-袖口邊到頂量
上衣,SLEEVE PLACKET LENGTH (EXCLUDING CUFF): MEASURE FROM CUFF JOIN SEAM TO TOP OF PLACKET.,袖衩條長-袖口縫到頂量
上衣,SLEEVE GUSSET,袖衩
上衣,SLEEVE GUSSET HEIGHT: MEASURE FROM TOP OF POINT TO FINISHED HEM EDGE.,袖衩高
上衣,SLEEVE GUSSET WIDTH: MEASURE FROM SEAM TO SEAM AT WIDEST PART.,袖衩寬
上衣,CUFF NOTCH,袖克夫衩
上衣,CUFF NOTCH WIDTH: MEASURE HORIZONTALLY FROM POINT TO IMAGINARY LINE.,袖克夫衩寬
上衣,CUFF NOTCH HEIGHT: MEASURE VERTICALLY FROM POINT TO IMAGINARY CUFF EDGE.,袖克夫衩高
上衣,CUFF CIRCUMFERENCE TO FIRST BUTTON: MEASURE FROM CENTER OF FIRST BUTTON TO END OF BUTTONHOLE.,袖口圍-第一顆釦中心到釦眼底端量
上衣,CUFF CIRCUMFERENCE TO SECOND BUTTON: MEASURE FROM CENTER OF SECOND BUTTON TO END OF BUTTONHOLE.,袖口圍-第二顆釦中心到釦眼底端量
上衣,CUFF BUTTON,袖口釦
上衣,CUFF BUTTON SPACING (DISTANCE BETWEEN 2 OR MORE BUTTONS ON CUFF): MEASURE FROM CENTER OF BUTTON TO CENTER OF BUTTON.,袖口釦距-中心量
上衣,FULL CUFF LENGTH: MEASURE OPENED FROM EDGE TO EDGE ALONG JOIN SEAM EDGE.,袖口圍(整圈)-沿袖口縫量
上衣,BACK YOKE DEPTH FROM HPS: MEASURE FROM HPS AT SEAM (SET-IN) TO BACK YOKE SEAM.,後約克高-肩高點下量
上衣,BACK YOKE DEPTH FROM HPS: MEASURE FROM HPS AT TOP EDGE (BOUND) TO BACK YOKE SEAM.,後約克高-肩高點領滾邊下量
上衣,BACK YOKE DEPTH FROM CB: MEASURE FROM CB NECK SEAM (SET-IN) TO BACK YOKE SEAM.,後約克高-後中領縫下量
上衣,BACK YOKE DEPTH FROM CB: MEASURE FROM CB TOP EDGE (BOUND) TO BACK YOKE SEAM.,後約克高-後中領邊下量
上衣,BACK CAPE DEPTH FROM CB: MEASURE FROM CB NECK SEAM TO FINISHED EDGE OF CAPE.,後剪接高-後中領縫下量
上衣,FRONT YOKE,前約克
上衣,FRONT YOKE DEPTH FROM HPS: MEASURE FROM HPS AT SEAM (SET-IN) TO FRONT YOKE SEAM.,前約克高-肩高點下量
上衣,FRONT YOKE DEPTH FROM HPS: MEASURE FROM HPS AT TOP EDGE (BOUND) TO FRONT YOKE SEAM.,前約克高-肩高點領滾邊下量
上衣,FRONT YOKE DEPTH FROM CF: MEASURE FROM CF NECK SEAM (SET-IN) TO FRONT YOKE SEAM.,前約克高-前中領縫下量
上衣,FRONT YOKE DEPTH FROM CF: MEASURE FROM CFTOP EDGE (BOUND) TO FRONT YOKE SEAM.,前約克高-前中領邊下量
上衣,BACK NECK FACING,後領貼
上衣,"BACK NECK FACING WIDTH: MEASURE IN STRAIGHT, HORIZONTAL LINE FROM EDGE TO EDGE AT TOP.",後領貼寬-直量
上衣,"BACK NECK FACING HEIGHT FROM HPS: MEASURE IN STRAIGHT, VERTICAL LINE FROM HPS TO DEEPEST PART OF BACK NECK FACING.",後領貼高-肩高點下量
上衣,BACK NECK FACING HEIGHT FROM CB NECK SEAM: MEASURE VERTICALLY FROM CB NECK SEAM TO DEEPEST PART OF BACK NECK FACING.,後領貼高-後中領縫下量
上衣,LOGO,LOGO
上衣,LOGO PLACEMENT FROM CB NECK SEAM: MEASURE FROM CB NECK TO TOP OF LOGO.,LOGO位置-後中領縫到標頂量
上衣,LOGO PLACEMENT FROM HPS: MEASURE FROM HPS TO TOP OF LOGO.,LOGO位置-肩高點到標頂量
上衣,LOGO PLACEMENT FROM HPS: MEASURE FROM BOUND NECK TO TOP OF LOGO.,LOGO位置-肩高點領滾邊到標頂量
上衣,LOGO PLACEMENT FROM CF: MEASURE FROM CF TO EDGE OF LOGO.,LOGO位置-距前中量
上衣,SLEEVE LOGO PLACEMENT FROM LPS: MEASURE FROM LPS TO TOP OF LOGO.,LOGO位置-肩點到標頂量
上衣,SLEEVE LOGO PLACEMENT FROM BOTTOM OF SLEEVE: MEASURE FROM SLEEVE HEM EDGE TO BOTTOM OF LOGO.,LOGO位置-袖口到標底量
上衣,SLEEVE LOGO PLACEMENT FROM SLEEVE FOLD LINE: MEASURE FROM SLEEVE FOLD LINE TO EDGE OF LOGO.,LOGO位置-距袖中量
上衣,BACK PLEAT,後背活褶
上衣,BACK PLEAT FROM ARMHOLE: MEASURE FROM ARMHOLE TO EDGE OF PLEAT.,後背活褶到袖襱量
上衣,BOX PLEAT,活褶
上衣,BOX PLEAT DEPTH: MEASURE FROM EDGE OF PLEAT TO DEEPEST PART OF FOLD.,活褶深-邊到褶最深處量
上衣,BACK PLEAT WIDTH: MEASURE FROM FOLD TO FOLD.,後背活褶寬
上衣,HEM/BAND HEIGHT: MEASURE FROM FINISHED EDGE TO TOP ROW OF STITCHING OR SEAM.,下擺高-邊到縫/壓線量
上衣,SLEEVE HEM/CUFF HEIGHT: MEASURE FROM FINISHED EDGE TO TOP ROW OF STITCHING OR SEAM.,袖口高-邊到縫/壓線量
上衣,SIDE HEM GUSSET,下擺側衩
上衣,SIDE HEM GUSSET HEIGHT: MEASURE FROM TOP POINT OF GUSSET TO FINISHED HEM.,下擺側衩高
上衣,SIDE HEM GUSSET WIDTH: MEASURE FROM SEAM TO SEAM AT WIDEST PART.,下擺側衩寬
上衣,HEM VENT HEIGHT: MEASURE FROM FINISHED HEM EDGE TO TOP OF VENT OPENING.,下擺側衩高
上衣,SHOULDER PIECING,肩剪接片
上衣,SHOULDER PIECING WIDTH AT NECK SEAM: MEASURE FROM FRONT SEAM TO BACK SEAM ALONG NECK SEAM.,肩剪接片寬-沿領縫彎量
上衣,SHOULDER PIECING WIDTH AT ARMHOLE: MEASURE FROM FRONT SEAM TO BACK SEAM ALONG ARMHOLE SEAM.,肩剪接片寬-沿肩縫彎量
上衣,SHOULDER PIECING WIDTH AT CENTER: MEASURE FROM FRONT SEAM TO BACK SEAM AT CENTER.,肩剪接片寬-中間量
上衣,TRIM WIDTH: MEASURE FROM SEAM TO EDGE OF TRIM.,領高
上衣,POCKET HEIGHT: MEASURE FROM TOP TO BOTTOM AT CENTER.,口袋高-中心量
上衣,CHEST PATCH POCKET,胸前口袋
上衣,CHEST PATCH POCKET HEIGHT (INCLUDING FLAP): MEASURE FROM TOP TO BOTTOM AT CENTER.,胸前口袋高-中心量(含袋蓋)
上衣,LOWER PATCH POCKET ,下擺口袋
上衣,LOWER PATCH POCKET HEIGHT (INCLUDING FLAP): MEASURE FROM TOP TO BOTTOM AT CENTER.,下擺口袋高-中心量(含袋蓋)
上衣,WELT POCKET WIDTH: MEASURE FROM EDGE TO EDGE ALONG SHORT END.,袋唇寬
上衣,POCKET WIDTH: MEASURE FROM SIDE TO SIDE AT TOP.,口袋寬-袋頂量
上衣,CHEST PATCH POCKET WIDTH: MEASURE FROM SIDE TO SIDE AT TOP.,胸前口袋寬-袋頂量
上衣,LOWER PATCH POCKET WIDTH: MEASURE FROM SIDE TO SIDE AT TOP.,下擺口袋寬-袋頂量
上衣,POCKET OPENING (OR LENGTH): MEASURE FROM EDGE TO EDGE OF OPENING AT LONGEST POINT.,袋口長-沿最長邊量
上衣,VERTICAL CHEST POCKET ZIPPER OPENING: MEASURE ZIPPER OPENING FROM EDGE TO EDGE AT LONGEST POINT.,胸前袋口長-沿最長邊量
上衣,KANGAROO POCKET,袋鼠袋
上衣,KANGAROO POCKET HEIGHT AT ENDS: MEASURE FROM BOTTOM OF OPENING TO BOTTOM OF POCKET FROM EDGE TO EDGE.,袋鼠袋側邊高-袋口底端到袋底量
上衣,KANGAROO POCKET HEIGHT AT CENTER: MEASURE FROM TOP OF POCKET TO BOTTOM OF POCKET AT CENTER.,袋鼠袋高-中心量
上衣,KANGAROO POCKET WIDTH AT TOP: MEASURE HORIZONTALLY FROM EDGE TO EDGE AT TOP.,袋鼠袋寬-袋頂量
上衣,KANGAROO POCKET WIDTH AT BOTTOM: MEASURE HORIZONTALLY FROM EDGE TO EDGE AT BOTTOM (EXTENDED).,袋鼠袋寬-袋底拉量
上衣,KANGAROO POCKET WIDTH AT WIDEST PART: MEASURE HORIZONTALLY FROM EDGE TO EDGE AT WIDEST PART.,袋鼠袋寬-最寬處量
上衣,CHEST POCKET POSTION FROM CF: MEASURE FROM CF TO EDGE OF POCKET.,胸前口袋位置-距前中量
上衣,CHEST POCKET POSTION FROM CF AT TOP: MEASURE FROM CF TO EDGE OF POCKET AT TOP.,胸前口袋位置-前中到袋頂量
上衣,CHEST POCKET POSTION FROM CF AT BOTTOM: MEASURE FROM CF TO EDGE OF POCKET AT BOTTOM.,胸前口袋位置-前中到袋底量
上衣,CHEST POCKET POSTION FROM HPS: MEASURE FROM HPS TO TOP OF POCKET.,胸前口袋位置-肩高點到袋頂量
上衣,LOWER FRONT POCKET POSTION FROM CF AT TOP: MEASURE HORIZONTALLY FROM CF TO TOP OF POCKET.,下擺口袋位置-前中到袋頂量
上衣,LOWER FRONT POCKET POSTION FROM CF AT BOTTOM: MEASURE HORIZONTALLY FROM CF TO BOTTOM OF POCKET.,下擺口袋位置-前中到袋底量
上衣,LOWER FRONT POCKET POSTION FROM CF: MEASURE HORIZONTALLY FROM CF TO POCKET.,下擺口袋位置-距前中量
上衣,LOWER FRONT POCKET POSTION FROM HEM: MEASURE FROM HEM TO BOTTOM EDGE OF POCKET.,下擺口袋位置-距下擺邊量
上衣,LOWER FRONT POCKET POSTION FROM BOTTOM BAND: MEASURE FROM SEAM TO BOTTOM EDGE OF POCKET.,下擺口袋位置-距下擺縫量
上衣,POCKET BAG WIDTH: MEASURE ACROSS WIDEST PART OF POCKET BAG (NOT INCLUDING SEAM ALLOWANCE).,袋布寬-最寬處量(不含縫份)
上衣,POCKET BAG DEPTH: MEASURE FROM TOP TO DEEPEST PART OF POCKET BAG (NOT INCLUDING SEAM ALLOWANCE).,袋布高-最寬處量(不含縫份)
上衣,HOOD,帽
上衣,HOOD HEIGHT: MEASURE FROM TOP OF HOOD TO FRONT NECK SEAM.,帽長-前中帽頂到領縫量
上衣,HOOD HEIGHT AT CF: MEASURE FROM BOTTOM OF HOOD OPENING TO NECK SEAM.,帽高-前中帽口到領縫量
上衣,HOOD HEIGHT AT HPS: MEASURE FROM TOP OF HOOD TO NECK SEAM AT HPS.,帽側高-帽頂到肩高點領縫量
上衣,HOOD CIRCUMFERENCE (DETACHED HOOD): MEASURE ALONG BOTTOM OF HOOD AT FINISHED EDGE FROM END TO END.,帽領圍(整圈)-帽底彎量
上衣,GROMMET,鎖眼
上衣,EYELET,雞眼
上衣,"GROMMET/EYELET PLACEMENT: MEASURE FROM NECK SEAM UP TO BOTTOM OF GROMMET OR EYELET, PARALLEL TO EDGE OF HOOD.",鎖眼/雞眼位置-距領縫量(平行帽口邊)
上衣,HOOD WIDTH: MEASURE FROM BACK OF HOOD TO OPENING EDGE AT 5” DOWN FROM TOP OF HOOD.,"帽寬-帽頂下5""量"
上衣,DRAWCORD LENGTH: MEASURE THE AMOUNT THAT EXTENDS OUTSIDE OF THE BUTTONHOLE/GROMMET.,帽繩外露長
上衣,TOTAL DRAWCORD LENGTH: MEASURE TOTAL LENGTH END TO END.,帽繩長(整圈)
上衣,HOOD BACK DRAWCORD TOTAL LENGTH: MEASURE FROM END TO END,帽繩長(整圈)
上衣,HOOD ZIPPER LENGTH: MEASURE ZIPPER FROM END TO END.,帽拉鍊長
上衣,EPAULETTE,肩章
上衣,EPAULETTE LENGTH: MEASURE FROM END TO END AT CENTER.,肩章長-中心量
上衣,EPAULETTE WIDTH: MEASURE FROM EDGE TO EDGE.,肩章寬-邊量
上衣,SLEEVE TAB,袖袢
上衣,SLEEVE TAB WIDTH: MEASURE FROM EDGE TO EDGE.,袖袢寬-邊量
