月份,庫存類別,項目代碼,項目名稱,採購包裝,售出單位,廠商代碼,廠商名稱,藥局庫存量,進價
11407,口服藥,ODEFE,Defen 1mg 1000/瓶,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,1038.0,0.588
11407,口服藥,ODEHE,Deherp 200mg/100'S/盒(Virless),TAB,TAB,A0026,生達化學製藥(股)公司,1140.0,2.425
11407,口服藥,ODEPA,Depakine 200mg 40/瓶,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,1674.0,1.48
11407,口服藥,ODEPR,Deproate Solution 200mg/40ml/瓶,瓶,瓶,A0259,信東生技股份有限公司,42.0,60.0
11407,口服藥,ODEPY,Depyretin 500mg/1000TAB/瓶,TAB,TAB,A0259,信東生技股份有限公司,38508.0,0.39
11407,口服藥,ODEXA,Dexamethasone 0.5mg (Decadron) 1000/瓶,TAB,TAB,A0026,生達化學製藥(股)公司,2274.0,0.291
11407,口服藥,ODILA,Dilantin 100mg 500'S/瓶,TAB,TAB,A0024,久裕企業(股)公司,2635.0,2.68
11407,口服藥,ODILT,Diltisser 30mg 100'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,1909.0,0.6
11407,口服藥,ODIME,Dimenhydrinate 50mg 1000'S/BOT,TAB,TAB,A0081,強生化學製藥廠股份有限公司,708.0,0.45
11407,口服藥,ODINC,Dinco 120ml/瓶/60'S/箱,BOT,BOT,A0393,馥安國際股份有限公司,237.0,20.5
11407,口服藥,ODINI,Dinidol S.C 25mg 1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,6802.0,0.485
11407,口服藥,ODIOV,Diovan 80mg 28'S/盒/144盒(4032'S)/箱,TAB,TAB,A0002,裕利股份有限公司,7430.0,2.218
11407,口服藥,ODIOVA,Diovan 160mg 28'S/盒,TAB,TAB,A0002,裕利股份有限公司,4441.0,3.005
11407,口服藥,ODIPA,Dipachro 500mg 100'S/盒(Depakine),TAB,TAB,A0259,信東生技股份有限公司,3503.0,4.1
11407,口服藥,ODIPYRI,Dipyridamole 25mg/1000tab/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,950.0,0.5
11407,口服藥,ODISE,Disfect F.C. 250mg/20'S/盒,TAB,TAB,A0353,廣欣藥品有限公司,20.0,30.0
11407,口服藥,ODLMET,DL-Methyl Ephedrine 30mg 1000'S/瓶,TAB,TAB,A0081,強生化學製藥廠股份有限公司,1250.0,0.7
11407,口服藥,ODOMT,Domtoo 10mg 1000'S/盒,Tab,Tab,A0026,生達化學製藥(股)公司,2929.0,0.485
11407,口服藥,ODOXT,Doxter 2mg 100tab/盒,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,533.0,0.49
11407,口服藥,ODOXY,Doxymycin 100mg 1000/瓶,TAB,TAB,A0056,永信藥品工業(股)公司,1324.0,1.8
11407,口服藥,ODUXE,Duxetine 30mg 28'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,901.0,7.5
11407,口服藥,OECOM,Ecomin 5mg/1000tab/瓶,TAB,TAB,A0081,強生化學製藥廠股份有限公司,1862.0,0.85
11407,口服藥,OEFIE,Efient film 3.75mg 28'S/盒,TAB,TAB,A0002,裕利股份有限公司,691.0,30.5
11407,口服藥,OELIS,Elistin 1.5mg 1000tab/盒,TAB,TAB,A0026,生達化學製藥(股)公司,1089.0,1.261
11407,口服藥,OELT1,Eltroxin 50mg 100/瓶,TAB,TAB,A0002,裕利股份有限公司,2497.0,1.47
11407,口服藥,OENTR,Entresto 200mg 56'S/盒,TAB,TAB,A0002,裕利股份有限公司,1151.0,55.0
11407,口服藥,OENVI,Envir film 30'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,258.0,27.001
11407,口服藥,OEPCL,Epclusa Film-Coacted 28'S/盒,TAB,TAB,A0513,華安藥品股份有限公司,103.0,1990.2
11407,口服藥,OEPIR,"Epirenin Solution""H.S."" 500ml/瓶",瓶,瓶,A0702,柏理貿易股份有限公司,0.0,950.0
11407,口服藥,OEQUF,Equfina Tablet 28'S/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,266.0,27.36
11407,口服藥,OERGOM,Ergometrine 0.2mg/1000'S/瓶,TAB,TAB,A0081,強生化學製藥廠股份有限公司,774.0,1.5
11407,口服藥,OERGOT,Ergoton 1000tab/瓶,TAB,TAB,A0081,強生化學製藥廠股份有限公司,1091.0,1.3
11407,口服藥,OERISP,Erispan-S 0.25mg 1000's/盒 (管),TAB,TAB,A0026,生達化學製藥(股)公司,12373.0,1.067
11407,口服藥,OESTRO,Estromon 0.625 (Premarin) 1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,785.0,3.201
11407,口服藥,OESZO,Eszo 2mg 1000'S/盒 (Estazolam)(管),TAB,TAB,A0259,信東生技股份有限公司,5183.0,0.8
11407,口服藥,OETHA,E-butol 400mg/600tab/盒,TAB,TAB,A0464,培力藥品工業股份有限公司,446.0,3.42
11407,口服藥,OETOX,Etoxib F.C 60mg/600'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,1436.0,2.454
11407,口服藥,OETUMI,Etumine 40mg 500'S/盒,TAB,TAB,A0152,祥勝(股)公司,756.0,5.72
11407,口服藥,OEUF,Eufan Film 10 mg/1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,324.0,1.164
11407,口服藥,OEVOX,Evoxac 30mg 100tab/盒,TAB,TAB,A0002,裕利股份有限公司,215.0,15.25
11407,口服藥,OEXEL1,Exelon 1.5mg/28/盒,TAB,TAB,A0002,裕利股份有限公司,383.0,24.88
11407,口服藥,OEXEL4,Exelon 4.5mg/28'S/盒,TAB,TAB,A0002,裕利股份有限公司,215.0,24.881
11407,口服藥,OEXFO2,Exforge film-coated 5/160mg 28'S/盒(2016'S/箱),TAB,TAB,A0002,裕利股份有限公司,5412.0,3.99
11407,口服藥,OEXFOR,Exforge HCT 5/160/12.5mg 28tab/盒,TAB,TAB,A0002,裕利股份有限公司,3212.0,3.88
11407,口服藥,OEXME,Exmem Film-Coated 10mg/28顆/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,757.0,3.1
11407,口服藥,OFAMOT,Famotidine F.C. 20mg/500'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,17397.0,0.8
11407,口服藥,OFAMV,Famvir 250mg 15'S/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,310.0,49.35
11407,口服藥,OFEBU,Feburic 80mg/Tab 28tab/盒,Tab,Tab,A0355,台灣大昌華嘉股份有限公司,2962.0,8.3
11407,口服藥,OFELPI,Felpin 5mg 1000'S/盒,TAB,TAB,A0259,信東生技股份有限公司,1143.0,0.72
11407,口服藥,OFEXO,Fexodine 60mg/1000tab/盒,TAB,TAB,A0026,生達化學製藥(股)公司,8460.0,1.164
11407,口服藥,OFINA,Finaride Film Coated 5mg/30tab/盒,TAB,TAB,A0056,永信藥品工業(股)公司,204.0,4.4
11407,口服藥,OFLUE,Fluene 50mg/100's/盒,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,372.0,3.99
11407,口服藥,OFLUIT,Fluitran 2mg 1000'S/盒,TAB,TAB,A0028,台灣鹽野義製藥(股)公司,1251.0,1.001
11407,口服藥,OFLUO,Fluoxetine 20mg 500'S/BOT,TAB,TAB,A0341,中化裕民健康事業股份有限公司,1502.0,0.6
11407,口服藥,OFLUXE,Fluxel F.C. 1000tab/瓶,TAB,TAB,A0512,意欣國際有限公司,653.0,1.57
11407,口服藥,OFOLIC,Folic Acid 5mg/1000/瓶,TAB,TAB,A0259,信東生技股份有限公司,3417.0,1.2
11407,口服藥,OFORX,Forxiga Filim-Coated 10mg/28'S/盒/1260'S/箱,TAB,TAB,A0002,裕利股份有限公司,2404.0,19.92
11407,口服藥,OFOSAM5,Fosamax Plus 70mg/5600iu 4tab/盒,TAB,TAB,A0002,裕利股份有限公司,33.0,82.373
11407,口服藥,OFUNG,Fungitech 250mg/140tab/盒,TAB,TAB,A0031,杏輝藥品工業(股)公司,133.0,3.5
11407,口服藥,OFYCO,Fycompa 0.5mg/340mL Oral Suspension 1瓶/盒,BOT,BOT,A0355,台灣大昌華嘉股份有限公司,5.0,1882.65
11407,口服藥,OGAL,Galvus Met 50/850mg 56'S/盒/72盒(4032'S)/箱,TAB,TAB,A0002,裕利股份有限公司,3345.0,4.42
11407,口服藥,OGALV,Galvus 50mg 28tab/盒,Tab,Tab,A0002,裕利股份有限公司,1595.0,4.42
11407,口服藥,OGINKG,Ginkgocentrate 9.6mg 500'S/盒,TAB,TAB,A0031,杏輝藥品工業(股)公司,3721.0,0.9
11407,口服藥,OGLIME,Glimet 2/500mg/1000'S/盒(5盒/箱),TAB,TAB,A0259,信東生技股份有限公司,9031.0,1.5
11407,口服藥,OGLIPI,Glipizide 5mg 1000'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,4763.0,0.55
11407,口服藥,OGLUST,Glustrong 250mg 1000'S/瓶,TAB,TAB,A0056,永信藥品工業(股)公司,2372.0,1.4
11407,口服藥,OGLYX,Glyxambi F.C 25/5mg/30'S/盒/96盒(2880'S)/箱,TAB,TAB,A0002,裕利股份有限公司,2477.0,26.9
11407,口服藥,OGRUM,Grumed 2mg 1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,3480.0,0.533
11407,口服藥,OHALO,Halopin 0.75mg/1000'S/瓶,TAB,TAB,A0081,強生化學製藥廠股份有限公司,829.0,1.0
11407,口服藥,OHEXO,Hexoline 0.5mg 1000tab/瓶,TAB,TAB,A0263,十全實業股份有限公司,1090.0,1.3
11407,口服藥,OHIDR,Hidrasec Infants 10mg 16包/盒,包,包,A0002,裕利股份有限公司,178.0,5.76
11407,口服藥,OHYD,Hydroquine F.C 200mg 1000'S/盒,TAB,TAB,A0259,信東生技股份有限公司,2849.0,1.9
11407,口服藥,OIBU,Ibuprofen 20mg/60ml/100'S/箱,BOT,BOT,A0167,晟德大藥廠(股)公司,175.0,20.0
11407,口服藥,OIMIGR,Imigran FDT 50mg 6/盒,TAB,TAB,A0002,裕利股份有限公司,0.0,135.013
11407,口服藥,OIMUR,Imuran 50mg/100/盒,TAB,TAB,A0002,裕利股份有限公司,286.0,9.6
11407,口服藥,OISONI,Isoniazide 100mg 1000'S/盒,TAB,TAB,A0081,強生化學製藥廠股份有限公司,1087.0,1.8
11407,口服藥,OISOP,Isoptin SR 240mg 30Tab/盒,TAB,TAB,A0002,裕利股份有限公司,338.0,4.19
11407,口服藥,OIWELL,Iwell 50mg 1000'S/盒,TAB,TAB,A0385,惠德勝醫藥生技股份有限公司,4558.0,0.73
11407,口服藥,OJANU,Januvia 100mg/28/盒,Tab,Tab,A0002,裕利股份有限公司,575.0,14.14
11407,口服藥,OJANUM,Janumet 50/500mg 56t'S盒/560'S/排,TAB,TAB,A0002,裕利股份有限公司,3970.0,4.3
11407,口服藥,OJAR,Jardiance Film-Coated 10mg 30'S/盒,TAB,TAB,A0002,裕利股份有限公司,728.0,20.599
11407,口服藥,OJARDI,Jardiance DUO 12.5/850mg 60'S/盒(40盒/箱),TAB,TAB,A0002,裕利股份有限公司,2813.0,12.0
11407,口服藥,OKAS4,Kascoal 40mg/1000'S/盒,TAB,TAB,A0056,永信藥品工業(股)公司,7438.0,0.35
11407,口服藥,OKENT,Kentamin 1000'S/盒,TAB,TAB,A0509,尚典生技(股)公司,12506.0,1.575
11407,口服藥,OKEPP,Keppra 500mg 60tab/盒,TAB,TAB,A0002,裕利股份有限公司,1677.0,16.6
11407,口服藥,OKETOR,Ketorolac 10mg 1000cap/盒,CAP,CAP,A0056,永信藥品工業(股)公司,3962.0,1.6
11407,口服藥,OKGLU,K-Glu Oral 60支/盒,支,支,A0259,信東生技股份有限公司,306.0,13.0
11407,口服藥,OKOCE,Kocel 6gm/42包/袋,包,包,A0709,昭羿生醫科技有限公司,412.0,8.0
11407,口服藥,OKSTO,K-Stone Gra 5g 100包/盒,包,包,A0719,盛雲藥品股份有限公司,214.0,6.1
11407,口服藥,OLABT,Labtal F.C 1000'S/盒,TAB,TAB,A0031,杏輝藥品工業(股)公司,1534.0,2.8
11407,口服藥,OLACTU,Lactul Srup 60ml瓶/100瓶/箱,瓶,瓶,A0031,杏輝藥品工業(股)公司,66.0,19.84
11407,口服藥,OLAMIC,Lamictal 50mg 30'S/盒,TAB,TAB,A0002,裕利股份有限公司,1092.0,6.29
11407,口服藥,OLANO,Lanoxin 0.25mg (Digoxin) 1000/瓶,TAB,TAB,A0002,裕利股份有限公司,806.0,1.715
11407,口服藥,OLATU,Latuda 40mg 28'S/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,0.0,42.48
11407,口服藥,OLEEY,Leeyo F.C. 10mg/TAB/28'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,1385.0,3.7
11407,口服藥,OLENO,(管4)Lendormin (R) 0.25mg 100'S/盒,TAB,TAB,A0002,裕利股份有限公司,1372.0,3.38
11407,口服藥,OLESY,Lesyn FC 4mg 300'S/盒,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,768.0,2.666
11407,口服藥,OLETE,Letero Film-Coated 2.5mg 30'S/盒,TAB,TAB,A0056,永信藥品工業(股)公司,326.0,16.5
11407,口服藥,OLEVO,Levozine 5mg 1000tab/盒,Tab,Tab,A0026,生達化學製藥(股)公司,3914.0,1.872
11407,口服藥,OLEVOT,Levotam 100mg/ml/300ml/Bot,BOT,BOT,A0167,晟德大藥廠(股)公司,13.0,908.985
11407,口服藥,OLICA,Lica 5mg/100'S/盒,TAB,TAB,A0463,瑞士藥廠股份有限公司,3192.0,1.5
11407,口服藥,OLICOD,Licodin 100mg/200/盒,TAB,TAB,A0490,東生華製藥(股)公司,652.0,2.552
11407,口服藥,OLIDI,Lidin 300mg 500tab/瓶,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,281.0,4.028
11407,口服藥,OLINE,Linetero 600mg/30'S/盒,TAB,TAB,A0760,凱沛爾藥品有限公司,90.0,450.0
11407,口服藥,OLINI,Linicor F.C.500/20mg 840's/盒,TAB,TAB,A0490,東生華製藥(股)公司,1898.0,6.0
11407,口服藥,OLIPAN,Lipanthyl 160mg 30/瓶,TAB,TAB,A0002,裕利股份有限公司,4590.0,2.13
11407,口服藥,OLIPO,Lipozol 2mg/500'S/盒,TAB,TAB,A0031,杏輝藥品工業(股)公司,733.0,4.3
11407,口服藥,OLIQU1,Liquid Brown Mixture 120ml/60瓶/箱,BOT,BOT,A0167,晟德大藥廠(股)公司,169.0,23.85
11407,口服藥,OLISA2,Lisacef 250mg 500/瓶,TAB,TAB,A0259,信東生技股份有限公司,1083.0,1.7
11407,口服藥,OLISAC,Lisacef 500mg 300tab/瓶,TAB,TAB,A0259,信東生技股份有限公司,4411.0,2.35
11407,口服藥,OLIVA,Livalo 2mg 28tab/盒,TAB,TAB,A0019,台田藥品(股)公司,1876.0,6.47
11407,口服藥,OLIXI,Lixiana 30mg/28tab/盒,TAB,TAB,A0002,裕利股份有限公司,2720.0,58.5
11407,口服藥,OLONIT,Loniten 10mg/100/瓶,TAB,TAB,A0024,久裕企業(股)公司,1593.0,7.96
11407,口服藥,OLOPED,Lopedin (Loperamide) 2mg/1000tab/瓶,TAB,TAB,A0026,生達化學製藥(股)公司,641.0,0.582
11407,口服藥,OLORAP,Lorapseudo 10/240mg 700tab/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,907.0,5.03
11407,口服藥,OLOWE,Lowen 0.5mg/1000tab/盒(管),TAB,TAB,A0341,中化裕民健康事業股份有限公司,7270.0,0.3
11407,口服藥,OLYGA,Lygaba Hard 75mg/56'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,971.0,2.522
11407,口服藥,OMACO,Macox Plus 300 112'S/盒,TAB,TAB,A0703,必拓客有限公司,340.0,5.801
11407,口服藥,OMADOP,Madopar 200/50mg 100TAB/BOT,TAB,TAB,A0002,裕利股份有限公司,1726.0,5.75
11407,口服藥,OMAFA,Mafarin 5mg /1000'S/盒,TAB,TAB,A0214,恆富企業有限公司,429.0,3.5
11407,口服藥,OMAGN,Magnesium Oxide 250mg 1000/瓶(Mgo),TAB,TAB,A0259,信東生技股份有限公司,10098.0,0.3
11407,口服藥,OMAVI,Maviret Film-Coated 100mg/40mg/84tab/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,0.0,995.1
11407,口服藥,OMEG,Megetol oral suspension 120ml/Bot(天療),BOT,BOT,A0031,杏輝藥品工業(股)公司,2.0,350.0
11407,口服藥,OMELE,Meletin 100mg 500'S/盒,TAB,TAB,A0259,信東生技股份有限公司,915.0,2.6
11407,口服藥,OMELO,Meloxin 7.5mg/1000/盒,TAB,TAB,A0056,永信藥品工業(股)公司,0.0,1.3
11407,口服藥,OMEPTI,Meptin-Mini 25mcg 500/盒,TAB,TAB,A0006,大隆興藥品(股)公司,1034.0,1.3
11407,口服藥,OMESY,Mesyrel 50mg 500'S/瓶,TAB,TAB,A0024,久裕企業(股)公司,2049.0,0.55
11407,口服藥,OMETF,Metformin F.C. 500mg/1000tab/18盒/箱,TAB,TAB,A0341,中化裕民健康事業股份有限公司,14476.0,0.5
11407,口服藥,OMETHO,Methotrexate 2.5mg 100/瓶,TAB,TAB,A0024,久裕企業(股)公司,552.0,4.07
11407,口服藥,OMETHY,Methycobal 500mcg 1000tab/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,8674.0,1.0
11407,口服藥,OMEVA4,Mevalotin 40mg 100/盒,TAB,TAB,A0002,裕利股份有限公司,759.0,7.58
11407,口服藥,OMINI2,Minirin Melt 60mcg 30'Tab/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,819.0,31.88
11407,口服藥,OMIRA,Mirapex 0.25mg 100tab/盒,TAB,TAB,A0002,裕利股份有限公司,2031.0,6.67
11407,口服藥,OMODI2,Modipanol 2mg/100tab/盒 (管),TAB,TAB,A0289,廷宗藥品有限公司,1276.0,1.2
11407,口服藥,OMONT,Montexin Chewable Tablets 5 mg/28tab/盒,TAB,TAB,A0259,信東生技股份有限公司,324.0,8.0
11407,口服藥,OMONTE,Montexin Chewable  4mg/28tab/盒,TAB,TAB,A0259,信東生技股份有限公司,622.0,6.0
11407,口服藥,OMOPR,Mopride 5mg/840'S/盒,TAB,TAB,A0490,東生華製藥(股)公司,7197.0,0.8
11407,口服藥,OMORP1,Morpinae 15mg 100'S/盒(管),TAB,TAB,A0271,衛生福利部食品藥物管理署管制藥,506.0,6.0
11407,口服藥,OMOSF,Mosflow F C 400mg/30'S/盒,TAB,TAB,A0259,信東生技股份有限公司,146.0,21.0
11407,口服藥,OMUAC,Muaction 100mg/100/瓶(管),TAB,TAB,A0024,久裕企業(股)公司,168.0,2.24
11407,口服藥,OMUSCO,Musco 30mg 1000'S盒,TAB,TAB,A0026,生達化學製藥(股)公司,4740.0,0.34
11407,口服藥,ONAKA,Nakamide 2.5mg 500/盒,TAB,TAB,A0073,南光化學製藥(股)公司,690.0,1.28
11407,口服藥,ONEBI,Nebilet 5mg/28tab/盒,TAB,TAB,A0002,裕利股份有限公司,1215.0,2.72
11407,口服藥,ONEOMY,Neomycin 100/瓶,TAB,TAB,A0437,順華藥品工業(股)公司,64.0,1.88
11407,口服藥,ONEUR,Neurontin 300mg/100'S/瓶,CAP,CAP,A0024,久裕企業(股)公司,1196.0,6.23
11407,口服藥,ONEXI,Nexium 40mg 28'S/盒/35盒(980'S)/箱,TAB,TAB,A0002,裕利股份有限公司,3411.0,4.72
11407,口服藥,ONICOT,Nicotinell Mint 2mg(薄荷口味)336顆/盒,TAB,TAB,A0002,裕利股份有限公司,1121.0,5.21
11407,口服藥,ONIFED,Nifedipine S.R.F.C 30mg 280'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,3002.0,2.7
11407,口服藥,ONILA,Nilasen 24mg 1000tab/盒,TAB,TAB,A0482,泰和碩藥品科技(股)公司,940.0,1.4
11407,口服藥,ONITR,Nitrostat 0.6mg (N.T.G) 100/盒,TAB,TAB,A0024,久裕企業(股)公司,2103.0,4.97
11407,口服藥,ONOLV,Nolvadex (Tamoxifen) 30/盒,TAB,TAB,A0002,裕利股份有限公司,392.0,5.2
11407,口服藥,ONORIN,Norina 5mg/500tab/瓶,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,1278.0,0.872
11407,口服藥,ONORV,Norvasc 5mg 28'S/盒/210盒(4480'S)/箱,TAB,TAB,A0024,久裕企業(股)公司,10156.0,2.56
11407,口服藥,ONYST,Nystatin Cap 1000'S/瓶,TAB,TAB,A0056,永信藥品工業(股)公司,411.0,1.85
11407,口服藥,OOFEV,Ofev soft 150mg/60tab/盒,TAB,TAB,A0002,裕利股份有限公司,271.0,848.0
11407,口服藥,OOLAN,Olan orally 10mg 28'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,78.0,13.999
11407,口服藥,OOLME,Olmetec 20mg/28/盒,TAB,TAB,A0002,裕利股份有限公司,1975.0,3.75
11407,口服藥,OONGL,Onglyza film-coated 2.5mg 28'S/盒,TAB,TAB,A0002,裕利股份有限公司,377.0,6.964
11407,口服藥,OOXBU,Oxbu Extend-Release 5mg 280'S/盒,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,3699.0,5.174
11407,口服藥,OPANZ,Panzolec 40mg 980'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,1312.0,3.395
11407,口服藥,OPARIE,Pariet F.C 20mg/140tab/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,1599.0,2.735
11407,口服藥,OPEAC1,Peace 980'S/盒,TAB,TAB,A0056,永信藥品工業(股)公司,5602.0,1.8
11407,口服藥,OPHE,Phenobarbital 30mg/1000'S/盒(管4),TAB,TAB,A0081,強生化學製藥廠股份有限公司,625.0,1.0
11407,口服藥,OPIRA,Piracetam 40gm/200ml 50Bots/Box,BOT,BOT,A0167,晟德大藥廠(股)公司,54.0,72.261
11407,口服藥,OPLAV,Plavix 75mg 28'S/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,5419.0,23.11
11407,口服藥,OPOLU,Polupi 50mg 1000'S/盒,TAB,TAB,A0454,富郁生物科技有限公司,1524.0,1.73
11407,口服藥,OPONST,Ponstal 250mg/500tab/盒,TAB,TAB,A0031,杏輝藥品工業(股)公司,1871.0,0.8
11407,口服藥,OPRAD,Pradaxa 110mg 60'S/盒,TAB,TAB,A0002,裕利股份有限公司,1246.0,28.501
11407,口服藥,OPRED,Predonine 5mg 1000'S/盒,TAB,TAB,A0028,台灣鹽野義製藥(股)公司,4958.0,1.0
11407,口服藥,OPRO,Prochlorperazine 5mg 1000'S/盒,TAB,TAB,A0081,強生化學製藥廠股份有限公司,509.0,1.2
11407,口服藥,OPRO1,Provera 10mg 100/瓶,TAB,TAB,A0024,久裕企業(股)公司,287.0,2.179
11407,口服藥,OPROCA,Procal 667mg/500'S/盒,TAB,TAB,A0464,培力藥品工業股份有限公司,3308.0,1.0
11407,口服藥,OPROM,Promeran F.C. 1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,6936.0,0.485
11407,口服藥,OPROP,Propanolol 10mg 1000'S/瓶,TAB,TAB,A0026,生達化學製藥(股)公司,5046.0,0.475
11407,口服藥,OPROT,Protase 280mg 1000tab/盒,TAB,TAB,A0056,永信藥品工業(股)公司,89.0,7.5
11407,口服藥,OPURF,Purfen 400mg 1000'S/盒,TAB,TAB,A0226,健喬信元醫藥生技股份有限公司,3995.0,0.686
11407,口服藥,OPYRAZ,Pyrazinamide 500mg/1000tab/瓶,TAB,TAB,A0454,富郁生物科技有限公司,1000.0,4.001
11407,口服藥,OQTER,Qtern F.C 5/10mg 28'S/盒/980'S/箱,TAB,TAB,A0002,裕利股份有限公司,5597.0,22.65
11407,口服藥,OQTIN,Qting Oral Suspension 25mg/ml 120ml/瓶/24瓶/箱,瓶,瓶,A0167,晟德大藥廠(股)公司,8.0,427.98
11407,口服藥,OQUIA,Quiapine 200mg/100tab/盒,TAB,TAB,A0259,信東生技股份有限公司,622.0,7.0
11407,口服藥,ORAKI,Rakinson 1mg 28'S/盒,TAB,TAB,A0167,晟德大藥廠(股)公司,299.0,47.498
11407,口服藥,ORANC,Rancad extended-release 28'Tab/盒,TAB,TAB,A0490,東生華製藥(股)公司,28.0,30.5
11407,口服藥,ORANCA,Rancad 500mg 28'S/盒(自費),TAB,TAB,A0490,東生華製藥(股)公司,280.0,29.5
11407,口服藥,OREGR,Regrow 60mg 1000/盒,TAB,TAB,A0490,東生華製藥(股)公司,1719.0,1.65
11407,口服藥,OREOS,(臨)Reosteo 150mg/1tab/盒,TAB,TAB,A0727,旭能醫藥生技股份有限公司,0.0,428.6
11407,口服藥,OREPA,Repaglinide 1mg 900'S/盒,TAB,TAB,A0341,中化裕民健康事業股份有限公司,1321.0,0.72
11407,口服藥,ORHY,Rhynorm film 840'S/盒,TAB,TAB,A0490,東生華製藥(股)公司,746.0,4.96
11407,口服藥,ORIFAM,Rifampicin 300mg/1000cap/瓶,CAP,CAP,A0156,國嘉製藥工業(股)公司,0.0,3.5
11407,口服藥,ORITAL,Ritalin 10mg 30'S/盒(管),TAB,TAB,A0002,裕利股份有限公司,1787.0,2.66
11407,口服藥,ORIVAS,Rivast Oral Solution 120ml/24瓶/箱,瓶,瓶,A0167,晟德大藥廠(股)公司,10.0,988.0
11407,口服藥,ORIVO,Rivotril 0.5mg 60'S/瓶(管),TAB,TAB,A0493,盛弘醫藥股份有限公司,10841.0,1.77
11407,口服藥,ORIZA,Rizatan 5mg 10'S/盒,TAB,TAB,A0743,保瑞聯邦股份有限公司,50.0,44.28
11407,口服藥,OROBE,Robestar 10mg 30tab/盒,TAB,TAB,A0002,裕利股份有限公司,1411.0,4.001
11407,口服藥,OROSI,Rosis 40mg/1000TAB/盒,TAB,TAB,A0259,信東生技股份有限公司,5634.0,0.6
11407,口服藥,OROTA,Rotateq 口服輪狀病毒疫苗(冰),支,支,A0002,裕利股份有限公司,18.0,1389.99
11407,口服藥,ORYBE14,Rybelsus 14mg 30'S/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,90.0,128.0
11407,口服藥,ORYBE7,Rybelsus 7mg 30'S/盒,TAB,TAB,A0355,台灣大昌華嘉股份有限公司,60.0,128.0
11407,口服藥,OSALAG,Salagen 5mg/100/瓶,TAB,TAB,A0023,天義企業(股)公司,265.0,11.03
11407,口服藥,OSALAZ,Salazine 500mg 500'S/瓶,TAB,TAB,A0259,信東生技股份有限公司,3747.0,2.2
11407,口服藥,OSANC,Sancin 50mg(Persantin)/1000/瓶,TAB,TAB,A0720,萬千鴻實業股份有限公司,1562.0,1.4
11407,口服藥,OSANYL,Sanyl 50mg/1000/盒,TAB,TAB,A0026,生達化學製藥(股)公司,3025.0,0.582
11407,口服藥,OSCRA,Scrat Suspension 100mg/10ml/40包/盒,包,包,A0026,生達化學製藥(股)公司,158.0,12.804
11407,口服藥,OSEAC,Secorin 10mg 1000tab/盒(管),TAB,TAB,A0026,生達化學製藥(股)公司,933.0,0.805
11407,口服藥,OSELA,Seladin 500mg 500TAB/瓶,TAB,TAB,A0056,永信藥品工業(股)公司,654.0,2.19
11407,口服藥,OSELE,Selexib 200mg/1000'S/盒,TAB,TAB,A0026,生達化學製藥(股)公司,5065.0,2.231
11407,口服藥,OSERETI,Seretide Evohaler 250ug/支/盒(吸入劑),支,支,A0002,裕利股份有限公司,4.0,782.67
11407,口服藥,OSERO,Seroquel 25mg 30'S/盒 360'S/排,TAB,TAB,A0002,裕利股份有限公司,3164.0,2.21
11407,口服藥,OSERT,Serettide Evohaler Spary 50mcg/支(吸入劑),支,支,A0002,裕利股份有限公司,4.0,484.4
