外發廠,序號,訂單號,款號,款號名稱,顏色,訂單數量,下單日期,客戶交期,變更交期,物料齊套日期,標準日產能,生產數量,計畫開始日期,計畫結束日期
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
雅美,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,,,0,#N/A,#N/A
